 /https://gitee.com/hzxs800274/iptv/raw/master/live.txt 点播 http://124.71.189.194/a.json  https://raw.liucn.cc/box/m.json 点播 
冬哥 http://1.94.31.214/live/livelite228.txt 🕘️更新时间
🇨🇳央视频道,#genre# 
陕西卫视,http://jf.jxx2023.work:40446/tsfile/live/0136_1.m3u8
辽宁卫视,http://jf.jxx2023.work:40446/tsfile/live/0121_1.m3u8
吉林卫视,http://jf.jxx2023.work:40446/tsfile/live/0116_1.m3u8
黑龙江卫视,http://jf.jxx2023.work:40446/tsfile/live/1084_1.m3u8
北京卫视,http://jf.jxx2023.work:40446/tsfile/live/1031_1.m3u8

北京卫视,http://148.135.93.213:81/live.php?id=北京卫视
湖南卫视,http://148.135.93.213:81/live.php?id=湖南卫视
浙江卫视,http://148.135.93.213:81/live.php?id=浙江卫视
江苏卫视,http://148.135.93.213:81/live.php?id=江苏卫视
陕西卫视,http://148.135.93.213:81/live.php?id=陕西卫视
湖北卫视,http://148.135.93.213:81/live.php?id=湖北卫视
内蒙古卫视,http://148.135.93.213:81/live.php?id=内蒙古卫视
江西卫视,http://148.135.93.213:81/live.php?id=江西卫视
东方卫视,http://148.135.93.213:81/live.php?id=东方卫视
东南卫视,http://148.135.93.213:81/live.php?id=东南卫视
吉林卫视,http://148.135.93.213:81/live.php?id=吉林卫视
四川卫视,http://148.135.93.213:81/live.php?id=四川卫视
天津卫视,http://148.135.93.213:81/live.php?id=天津卫视
安徽卫视,http://148.135.93.213:81/live.php?id=安徽卫视
山东卫视,http://148.135.93.213:81/live.php?id=山东卫视
山西卫视,http://148.135.93.213:81/live.php?id=山西卫视
广西卫视,http://148.135.93.213:81/live.php?id=广西卫视
河北卫视,http://148.135.93.213:81/live.php?id=河北卫视
河南卫视,http://148.135.93.213:81/live.php?id=河南卫视
深圳卫视,http://148.135.93.213:81/live.php?id=深圳卫视
贵州卫视,http://148.135.93.213:81/live.php?id=贵州卫视
辽宁卫视,http://148.135.93.213:81/live.php?id=辽宁卫视
重庆卫视,http://148.135.93.213:81/live.php?id=重庆卫视
黑龙江卫视,http://148.135.93.213:81/live.php?id=黑龙江卫视
海南卫视,http://148.135.93.213:81/live.php?id=海南卫视
大湾区卫视,http://148.135.93.213:81/live.php?id=大湾区卫视
西藏卫视,http://148.135.93.213:81/live.php?id=西藏卫视

北京卫视,https://tv.bfsu.edu.cn/hls/btv1hd.m3u8
东方卫视,https://tv.bfsu.edu.cn/hls/dfhd.m3u8
浙江卫视,https://tv.bfsu.edu.cn/hls/zjhd.m3u8
江苏卫视,https://tv.bfsu.edu.cn/hls/jshd.m3u8
湖南卫视,https://tv.bfsu.edu.cn/hls/hunanhd.m3u8
广东卫视,https://tv.bfsu.edu.cn/hls/gdhd.m3u8
深圳卫视,https://tv.bfsu.edu.cn/hls/szhd.m3u8
安徽卫视,https://tv.bfsu.edu.cn/hls/ahhd.m3u8
山东卫视,https://tv.bfsu.edu.cn/hls/sdhd.m3u8
辽宁卫视,https://tv.bfsu.edu.cn/hls/lnhd.m3u8
河南卫视,https://tv.bfsu.edu.cn/hls/hnhd.m3u8
江西卫视,https://tv.bfsu.edu.cn/hls/jxhd.m3u8
四川卫视,https://tv.bfsu.edu.cn/hls/schd.m3u8
重庆卫视,https://tv.bfsu.edu.cn/hls/cqhd.m3u8
贵州卫视,https://tv.bfsu.edu.cn/hls/gzhd.m3u8
湖北卫视,https://tv.bfsu.edu.cn/hls/hbhd.m3u8
广西卫视,https://tv.bfsu.edu.cn/hls/gxhd.m3u8
三沙卫视,https://tv.bfsu.edu.cn/hls/sshd.m3u8
东南卫视,https://tv.bfsu.edu.cn/hls/dnhd.m3u8
海南卫视,https://tv.bfsu.edu.cn/hls/lyhd.m3u8
陕西卫视,https://tv.bfsu.edu.cn/hls/sxhd.m3u8
吉林卫视,https://tv.bfsu.edu.cn/hls/jlhd.m3u8
黑龙江视,https://tv.bfsu.edu.cn/hls/hljhd.m3u8
内蒙古视,https://tv.bfsu.edu.cn/hls/nmtv.m3u8
山西卫视,https://tv.bfsu.edu.cn/hls/sxrtv.m3u8
河北卫视,https://tv.bfsu.edu.cn/hls/hebtv.m3u8
云南卫视,https://tv.bfsu.edu.cn/hls/yntv.m3u8
延边卫视,https://tv.bfsu.edu.cn/hls/ybtv.m3u8
厦门卫视,https://tv.bfsu.edu.cn/hls/xmtv.m3u8
宁夏卫视,https://tv.bfsu.edu.cn/hls/nxtv.m3u8
青海卫视,https://tv.bfsu.edu.cn/hls/qhtv.m3u8
新疆卫视,https://tv.bfsu.edu.cn/hls/xjtv.m3u8
甘肃卫视,https://tv.bfsu.edu.cn/hls/gstv.m3u8
西藏卫视,https://tv.bfsu.edu.cn/hls/xztv.m3u8
兵团卫视,https://tv.bfsu.edu.cn/hls/bttv.m3u8
金鹰卡通,https://tv.bfsu.edu.cn/hls/jykttv.m3u8
山东教育,https://tv.bfsu.edu.cn/hls/sdetv.m3u8

江苏卫视,http://jf.jxx2023.work:40446/tsfile/live/0127_1.m3u8
深圳卫视,http://jf.jxx2023.work:40446/tsfile/live/0126_1.m3u8

江苏卫视,http://39.164.160.249:9901/tsfile/live/0127_1.m3u8
山东卫视,http://120.76.248.139/live/bfgd/4200000099.m3u8
安徽卫视,http://39.164.160.249:9901/tsfile/live/0130_1.m3u8
广东卫视,http://113.218.229.47:8081/tsfile/live/0125_1.m3u8

河北卫视,http://vapi.91kds.cc/live1/hetv.m3u8?id=hews&apiKey=a46d73db64b0792b90f2463d19bcc06a
河北卫视,http://121.29.191.244:8000/hls/16/index.m3u8

河北卫视,http://vapi.91kds.cc/live1/hetv.m3u8?id=hews&apiKey=a46d73db64b0792b90f2463d19bcc06a

江西卫视,http://live.nctv.top/IQRu0r/jxtv.php?id=1

东南卫视,http://jf.jxx2023.work:40446/tsfile/live/0137_1.m3u8
东南卫视,http://202.100.46.58:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://202.100.46.58:9901/tsfile/live/1039_1.m3u8?key=txiptv
江西卫视,http://live.nctv.top/IQRu0r/jxtv.php?id=1
北京卫视,http://jf.jxx2023.work:40446/tsfile/live/1031_1.m3u8
浙江卫视,http://live.nctv.top/IQRu0r/zjtv.php?id=zjws
江苏卫视,http://live.nctv.top/IQRu0r/jstv.php?id=jsws
河南卫视,http://live.nctv.top/IQRu0r/hntv.php?id=hnws
贵州卫视,http://58.16.136.132:1234/hls/17/index.m3u8

河北卫视,http://vapi.91kds.cc/live1/hetv.m3u8?id=hews&apiKey=a46d73db64b0792b90f2463d19bcc06a
河北卫视,http://183.66.15.146:60901/tsfile/live/0117_1.m3u8$订阅源

宁夏卫视,http://jf.jxx2023.work:40446/tsfile/live/0112_1.m3u8
宁夏卫视,http://119.32.12.13:2901/udp/224.1.100.8:11111
青海卫视,http://jf.jxx2023.work:40446/tsfile/live/0140_1.m3u8
内蒙古卫视,http://jf.jxx2023.work:40446/tsfile/live/0109_1.m3u8
兵团卫视,http://jf.jxx2023.work:40446/tsfile/live/0115_1.m3u8
农林卫视,http://jf.jxx2023.work:40446/tsfile/live/1001_1.m3u8
深圳卫视,http://jf.jxx2023.work:40446/tsfile/live/0126_1.m3u8
河北卫视,http://vapi.91kds.cc/live1/hetv.m3u8?id=hews&apiKey=a46d73db64b0792b90f2463d19bcc06a
河北卫视,http://huangtong-com.cn:9902/tsfile/live/1049_1.m3u8
河北卫视,http://itms4.sdlk.vip:6721/hls/254/index.m3u8
河北卫视,http://jf.jxx2023.work:40446/tsfile/live/0117_1.m3u8
海南卫视,http://jf.jxx2023.work:40446/tsfile/live/1006_1.m3u8


宁夏卫视,http://jf.jxx2023.work:40446/tsfile/live/0112_1.m3u8

浙江卫视,http://live.nctv.top/6688/zjtv.php?id=zjws

浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
江苏卫视,http://47.109.155.164/小曾4859/江苏.php?id=jsws


河南卫视,http://182.92.109.190:1668/hntv/hntv.php?id=hnws
河南卫视,http://123.166.61.70:8003/hls/52/index.m3u8#http://117.72.68.25:9930/hn.php?id=hnws
黑龙江卫视,http://123.166.61.70:8003/hls/14/index.m3u8
辽宁卫视,http://123.166.61.70:8003/hls/20/index.m3u8
贵州卫视,http://123.166.61.70:8003/hls/54/index.m3u8
海南卫视,http://123.166.61.70:8003/hls/63/index.m3u8
西藏卫视,http://php.jdshipin.com:8880/xztv.php?id=ws
黑龙江卫视,http://123.166.61.70:8003/hls/14/index.m3u8
天津卫视,http://223.86.171.240:8999/udp/239.93.16.125:8750

海南卫视,http://182.92.109.190:1668/tianyi/tianyi.php?id=hinws
江苏卫视,http://litchi-play-encrypted-site.jstv.com/live/jsws_live.m3u8?txSecret=109ff73927180e8bee18a1d54037acc8&txTime=968075ef

浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
河北卫视,http://223.86.171.240:8999/udp/239.93.17.180:7752

贵州卫视,http://nn.7x9d.cn/%E5%9C%B0%E6%96%B9%E5%8F%B08563/%E8%B4%B5%E5%B7%9E.php?id=gzws
重庆卫视,http://nn.7x9d.cn/小曾8563/酒店秒开.php?id=cqws

江西卫视,http://php.jdshipin.com/jxtv2.php?id=1
天津卫视,http://47.109.155.164/jd/山西.php?id=tjws

贵州卫视,http://nn.7x9d.cn/%E5%9C%B0%E6%96%B9%E5%8F%B08563/%E8%B4%B5%E5%B7%9E.php?id=gzws

兵团卫视,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2022606701/timeshift.m3u8?delay=0&cdn=5202
江西卫视,http://php.jdshipin.com/jxtv2.php?id=1
四川卫视,http://47.109.155.164/jd/山西.php?id=szws
家庭影院,http://z.b.bkpcp.top/m.php?id=jtyy
东方影视,http://z.b.bkpcp.top/m.php?id=shys
陕西卫视,http://z.b.bkpcp.top/m.php?id=sxws
江西卫视,http://z.b.bkpcp.top/m.php?id=jxws
江苏卫视,http://z.b.bkpcp.top/m.php?id=jsws

 /冬哥直播http://1.94.31.214/live/livelite228.txt
河南民生,http://1.94.31.214/php/hntv.php?id=hnms
河南电视剧,http://1.94.31.214/php/hntv.php?id=hndsj
河南新闻,http://1.94.31.214/php/hntv.php?id=hnxw
河南公共,http://1.94.31.214/php/hntv.php?id=hngg
河南乡村,http://1.94.31.214/php/hntv.php?id=hnxc
河南梨园,http://1.94.31.214/php/hntv.php?id=hnly
文物宝库,http://1.94.31.214/php/hntv.php?id=wwbk
武术世界,http://1.94.31.214/php/hntv.php?id=wspd
睛彩中原,http://1.94.31.214/php/hntv.php?id=jczy
移动戏曲,http://1.94.31.214/php/hntv.php?id=ydxj
象视界,http://1.94.31.214/php/hntv.php?id=xsj

河南新闻,http://live.nctv.top/IQRyoy/hntv.php?id=hnxw
河南都市,http://live.nctv.top/IQRyoy/hntv.php?id=hnds
河南民生,http://live.nctv.top/IQRyoy/hntv.php?id=hnms
河南电视剧,http://live.nctv.top/IQRyoy/hntv.php?id=hndsj
河南公共,http://live.nctv.top/IQRyoy/hntv.php?id=hngg
河南乡村,http://live.nctv.top/IQRyoy/hntv.php?id=hnxc
河南梨园,http://live.nctv.top/IQRyoy/hntv.php?id=hnly
文物宝库,http://live.nctv.top/IQRyoy/hntv.php?id=wwbk
武术世界,http://live.nctv.top/IQRyoy/hntv.php?id=wspd
睛彩中原,http://live.nctv.top/IQRyoy/hntv.php?id=jczy
象视界,http://live.nctv.top/IQRyoy/hntv.php?id=xsj
鹤壁新闻综合,http://live.nctv.top/IQRyoy/hntv.php?id=hb1

淇县电视台,http://tvpull.dxhmt.cn:9081/tv/10622-1.m3u8#http://live.dxhmt.cn:9081/tv/10622-1.m3u8
浚县一套,http://tvpull.dxhmt.cn:9081/tv/10621-1.m3u8#http://live.dxhmt.cn:9081/tv/10621-1.m3u8
汤阴综合,http://tvpull.dxhmt.cn:9081/tv/10523-1.m3u8
汤阴综合,http://live.dxhmt.cn:9081/tv/10523-1.m3u8
新乡县电视台,http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8
新乡县电视台,http://live.dxhmt.cn:9081/tv/10721-1.m3u8
/极速电视源   http://live.nctv.top/x.txt
🇨🇳河南频道,#genre#
河南卫视,http://goo.bkpcp.top/mg/hnws
河南民生,http://1.94.31.214/php/hntv.php?id=hnms
河南电视剧,http://1.94.31.214/php/hntv.php?id=hndsj
河南新闻,http://1.94.31.214/php/hntv.php?id=hnxw
河南公共,http://1.94.31.214/php/hntv.php?id=hngg
河南乡村,http://1.94.31.214/php/hntv.php?id=hnxc
河南梨园,http://1.94.31.214/php/hntv.php?id=hnly
文物宝库,http://1.94.31.214/php/hntv.php?id=wwbk
武术世界,http://1.94.31.214/php/hntv.php?id=wspd
睛彩中原,http://1.94.31.214/php/hntv.php?id=jczy
移动戏曲,http://1.94.31.214/php/hntv.php?id=ydxj
象视界,http://1.94.31.214/php/hntv.php?id=xsj

河南新闻,http://live.nctv.top/IQRyoy/hntv.php?id=hnxw
河南都市,http://live.nctv.top/IQRyoy/hntv.php?id=hnds
河南民生,http://live.nctv.top/IQRyoy/hntv.php?id=hnms
河南电视剧,http://live.nctv.top/IQRyoy/hntv.php?id=hndsj
河南公共,http://live.nctv.top/IQRyoy/hntv.php?id=hngg
河南乡村,http://live.nctv.top/IQRyoy/hntv.php?id=hnxc
河南梨园,http://live.nctv.top/IQRyoy/hntv.php?id=hnly
文物宝库,http://live.nctv.top/IQRyoy/hntv.php?id=wwbk
武术世界,http://live.nctv.top/IQRyoy/hntv.php?id=wspd
睛彩中原,http://live.nctv.top/IQRyoy/hntv.php?id=jczy
象视界,http://live.nctv.top/IQRyoy/hntv.php?id=xsj
鹤壁新闻综合,http://live.nctv.top/IQRyoy/hntv.php?id=hb1

淇县电视台,http://tvpull.dxhmt.cn:9081/tv/10622-1.m3u8#http://live.dxhmt.cn:9081/tv/10622-1.m3u8
浚县一套,http://tvpull.dxhmt.cn:9081/tv/10621-1.m3u8#http://live.dxhmt.cn:9081/tv/10621-1.m3u8
汤阴综合,http://tvpull.dxhmt.cn:9081/tv/10523-1.m3u8
汤阴综合,http://live.dxhmt.cn:9081/tv/10523-1.m3u8
新乡县电视台,http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8
新乡县电视台,http://live.dxhmt.cn:9081/tv/10721-1.m3u8


戏曲频道,#genre#  前缘直播 https://gitee.com/jin-xueling/cinematography/raw/master/json.txt
五岩山,https://newcntv.qcloudcdn.com/asp/hls/main/0303000a/3/default/c8d49a4313254e83ab798a282dc0984c/main.m3u8?maxbr=2048
墙头记,https://newcntv.qcloudcdn.com/asp/hls/main/0303000a/3/default/88c4a5afeea34a7e8b056b4aea5ede44/main.m3u8?maxbr=2048
小女婿,https://hls.cntv.kcdnvip.com/asp/hls/main/0303000a/3/default/5a8162c862c645ecbd4fda6dac6b4b32/main.m3u8?maxbr=2048
唐知县放粮,https://hls.cntv.kcdnvip.com/asp/hls/main/0303000a/3/default/015eb0e834984deab56718f400064025/main.m3u8?maxbr=2048
山花灿烂,https://newcntv.qcloudcdn.com/asp/hls/main/0303000a/3/default/298ab294ec6549faa2f87c6032f2773c/main.m3u8?maxbr=2048
遍地月光,https://newcntv.qcloudcdn.com/asp/hls/main/0303000a/3/default/e79348d398354bbc8cb38d8b16cd064a/main.m3u8?maxbr=2048
紫砂梦,https://newcntv.qcloudcdn.com/asp/hls/main/0303000a/3/default/d4a9ea83eb544f46b12edeb3ed5541d5/main.m3u8?maxbr=2048
奄堂认母,https://newcntv.qcloudcdn.com/asp/hls/main/0303000a/3/default/929939b53d7d496086b75ec6955b898d/main.m3u8?maxbr=2048
珍珠塔,https://hls.cntv.lxdns.com/asp/hls/main/0303000a/3/default/74c7e9e4377f45fca8f3073c06f69839/main.m3u8?maxbr=2048
革命家庭,https://newcntv.qcloudcdn.com/asp/hls/main/0303000a/3/default/3e77061da17c41c5a208f4c4598f3b4c/main.m3u8?maxbr=2048
党的女儿,https://hls.cntv.kcdnvip.com/asp/hls/main/0303000a/3/default/51dbeddba243414d8ebfd68ea68e2658/main.m3u8?maxbr=2048
五月的鲜花,https://newcntv.qcloudcdn.com/asp/hls/main/0303000a/3/default/84fc7c89a9dc4699ab0b7f3a7ed50ffe/main.m3u8?maxbr=2048
围头新娘,https://newcntv.qcloudcdn.com/asp/hls/main/0303000a/3/default/6fed8366b6244d0baa91027aadf88d8c/main.m3u8?maxbr=2048
罗帕记,https://newcntv.qcloudcdn.com/asp/hls/main/0303000a/3/default/78b32c7933a0438ba748e1acac9d7901/main.m3u8?maxbr=2048
打花鼓,https://newcntv.qcloudcdn.com/asp/hls/main/0303000a/3/default/7c6425fd168f4a8cbf4bfdcedbe84f04/main.m3u8?maxbr=2048
新九品芝麻官,https://newcntv.qcloudcdn.com/asp/hls/main/0303000a/3/default/a851d3ee7be7449bbc21823944230aa4/main.m3u8?maxbr=2048
天仙配,https://hls.cntv.kcdnvip.com/asp/hls/main/0303000a/3/default/969c6c17b8a34553b3a20dff713109cc/main.m3u8?maxbr=2048
枫叶如花,https://newcntv.qcloudcdn.com/asp/hls/main/0303000a/3/default/e3420baa9af04b7a81b793ad3dd21840/main.m3u8?maxbr=2048
金山江畔,https://newcntv.qcloudcdn.com/asp/hls/main/0303000a/3/default/12a5230ea6f14d4d974c345cee070c9b/main.m3u8?maxbr=2048
朝阳沟,https://newcntv.qcloudcdn.com/asp/hls/main/0303000a/3/default/556615696b004c5cb2b303ccb763d676/main.m3u8?maxbr=2048
烈火中重生,https://newcntv.qcloudcdn.com/asp/hls/main/0303000a/3/default/875d83549ff341a0aeaa55311c1d25ae/main.m3u8?maxbr=2048
推车赶会,https://hls.cntv.kcdnvip.com/asp/hls/main/0303000a/3/default/e9fb2bae92144101b0a553cb5f1b755e/main.m3u8?maxbr=2048
三打金枝,https://hls.cntv.kcdnvip.com/asp/hls/main/0303000a/3/default/f7255ffbc6d54129b4c0196634e5af27/main.m3u8?maxbr=2048
夫妻观灯,https://newcntv.qcloudcdn.com/asp/hls/main/0303000a/3/default/9fe1612973a74c46985a7d0118dfffa5/main.m3u8?maxbr=2048
红梅记,https://hls.cntv.lxdns.com/asp/hls/main/0303000a/3/default/78534ecec2d24d08b228cd2bce756b08/main.m3u8?maxbr=2048
皮秀英,https://hls.cntv.kcdnvip.com/asp/hls/main/0303000a/3/default/f69fa6a8d6f240169b9cf7e5788b901d/main.m3u8?maxbr=2048
富贵图,https://hls.cntv.kcdnvip.com/asp/hls/main/0303000a/3/default/6d655a85838649e8a81efd81a0de944a/main.m3u8?maxbr=2048
梁山伯与祝英台,https://newcntv.qcloudcdn.com/asp/hls/main/0303000a/3/default/dc2d86f623134074b912ffb11a73a2ae/main.m3u8?maxbr=2048
牛郎织女,https://hls.cntv.kcdnvip.com/asp/hls/main/0303000a/3/default/c5b0075ce5b841b19b143a8065422ae6/main.m3u8?maxbr=2048
做文章,https://newcntv.qcloudcdn.com/asp/hls/main/0303000a/3/default/4981e2c9077c49c4b5f240fbfeee310d/main.m3u8?maxbr=2048
大脚皇后,https://newcntv.qcloudcdn.com/asp/hls/main/0303000a/3/default/b243caa3e24a4ff18c73e36c8e26ee81/main.m3u8?maxbr=2048
孙成打酒,https://newcntv.qcloudcdn.com/asp/hls/main/0303000a/3/default/8f6f804cd96d43d484ef5decddc08aff/main.m3u8?maxbr=2048
歌曲,#genre#
战马(女声版),https://pan.miaogongzi.net/f/VkRcp/%E6%88%98%E9%A9%AC.mp4
苹果香,https://pan.miaogongzi.net/f/3WBCn/%E8%8B%B9%E6%9E%9C%E9%A6%99.mp4
港粤频道,#genre#
广东珠江频高,http://php.jdshipin.com/TVOD/iptv.php?id=gdzj
广东体育频高,http://php.jdshipin.com/TVOD/iptv.php?id=gdty
Plus综合频高,https://cdn.163189.xyz/live/tvbp/stream.m3u8
TVBJ1综合高,http://cdn5.1678520.xyz/live/?id=j1
pₒₚc电影频标,http://go1.bkpcp.top/tl/popc
凤凰中文频高,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰中文频高,https://cdn.163189.xyz/live/fhzw/stream.m3u8
凤凰中文频标,http://43.129.81.169/qctv.fengshows.cn/live/0701pcc72.flv
凤凰资讯频高,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰资讯频标,http://43.129.81.169/qctv.fengshows.cn/live/0701pin72.flv
凤凰香港频高,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
凤凰香港频高,https://cdn6.163189.xyz/live/fhhk/stream.m3u8
凤凰香港频标,http://43.129.81.169/qctv.fengshows.cn/live/0701phk72.flv
中天新闻频高,http://aktv_stream1.m16tv.cfd/stream/aktv/null-6/AKTV.m3u8
中天新闻斯特,https://haoyunlai.serv00.net/Smartv-1.php?id=ctinews
有线新闻斯特,https://haoyunlai.serv00.net/Smartv-1.php?id=hoycaijing_twn
有线综合频高,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv
有线综合频高,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv2
无线新闻频高,http://php.jdshipin.com/smt.php?id=inews_twn
无线新闻频标,http://go1.bkpcp.top/tl/null-11 
无线翡翠频4k,http://cdn.163189.xyz/live/fct4k/stream.m3u8
无线翡翠频4k,http://php.jdshipin.com/TVOD/iptv.php?id=fct4
无线翡翠频高,https://cdn3.163189.xyz/live/live2.1.php?id.m3u8
无线翡翠频高,http://php.jdshipin.com/TVOD/iptv.php?id=fct3
无线翡翠频高,http://php.jdshipin.com/TVOD/iptv.php?id=fct2
无线翡翠频标,http://php.jdshipin.com/smt.php?id=jade_twn
无线翡翠频标,http://php.jdshipin.com/TVOD/iptv.php?id=fct
无线华丽频标,http://php.jdshipin.com/smt.php?id=Tvbjade
无线千禧频标,http://php.jdshipin.com/smt.php?id=Tvbclassic
天映频道频标,http://php.jdshipin.com/smt.php?id=Celestial
天映经典频标,http://php.jdshipin.com/smt.php?id=Celestial2
无线明珠粤高,http://php.jdshipin.com/TVOD/iptv.php?id=mzt2
无线明珠粤标,http://go1.bkpcp.top/tl/null-12
无线明珠英标,http://php.jdshipin.com/TVOD/iptv.php?id=mzt
无线星河频标,http://php.jdshipin.com/smt.php?id=Xinhe
无线星河频标,http://go1.bkpcp.top/tl/null-7
无线娱乐频标,http://php.jdshipin.com/smt.php?id=Tvbentertainment 
无线娱乐频标,http://go1.bkpcp.top/tl/null-14
无线综合频道,http://go1.bkpcp.top/tl/null-3
无线戏曲频道,http://go1.bkpcp.top/tl/null-15
无线粤片频道,http://go1.bkpcp.top/tl/null-10
无线华剧频道,http://go1.bkpcp.top/tl/null-4
无线亚剧频道,http://go1.bkpcp.top/tl/null-13 
黄金翡翠频道,http://go1.bkpcp.top/tl/null-2 
黄金华剧频道,http://go1.bkpcp.top/tl/null-9
天映经典频道,http://go1.bkpcp.top/tl/null-1
美亚电影频高,http://php.jdshipin.com/TVOD/iptv.php?id=meiya  
美亚电影频标,http://go1.bkpcp.top/tl/null-5
中国电影频道,http://go1.bkpcp.top/tl/null-6
重温经典频高,http://php.jdshipin.com/TVOD/iptv.php?id=cwjd
澳视澳门频高,http://php.jdshipin.com/TVOD/iptv.php?id=asam
澳视卫星频高,http://php.jdshipin.com/TVOD/iptv.php?id=as
VIUTV粤频标,http://php.jdshipin.com/TVOD/iptv.php?id=viutv
RTHK-31频高,http://php.jdshipin.com/TVOD/iptv.php?id=rthk31
RTHK-32频高,http://php.jdshipin.com/TVOD/iptv.php?id=rthk32
RTHK-33频高,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
八度空间频高,https://cdn6.163189.xyz/live/8tv/stream.m3u8
八度空间频标,http://php.jdshipin.com/smt.php?id=TV8
新加CHU频高,https://cdn6.163189.xyz/live/chu/stream.m3u8
新加CH5频高,https://cdn6.163189.xyz/live/ch5/stream.m3u8
新加CH8频高,https://cdn6.163189.xyz/live/ch8/stream.m3u8
astro-QJ-频高,http://php.jdshipin.com/smt.php?id=Quanjia
astroAec频高,http://php.jdshipin.com/smt.php?id=AEC
astroAod频标,http://php.jdshipin.com/smt.php?id=Aodhd
astro欢喜频标,http://php.jdshipin.com/smt.php?id=Huahee
astro爱奇艺标,http://php.jdshipin.com/smt.php?id=Qiyi
港闽AKtv,#genre#
Plus综合AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/tvbplus/AKTV.m3u8
pₒₚc电影AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/popc/AKTV.m3u8
美亚电影AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/hk-1/AKTV.m3u8
凤凰中文AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/null-3/AKTV.m3u8
凤凰资讯AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/null-4/AKTV.m3u8
凤凰香港AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/null-5/AKTV.m3u8
中天新闻AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/null-6/AKTV.m3u8
无线新闻AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/null-1/AKTV.m3u8
无线新美AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv2/null-1/AKTV.m3u8
无线翡翠AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/null/AKTV.m3u8
无线明珠AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/null-2/AKTV.m3u8
无线赛马AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/mytvsuper18/AKTV.m3u8
28ai赛马AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/28ai/AKTV.m3u8
黄金翡翠AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/null-21/AKTV.m3u8
无线娱乐AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/hk/AKTV.m3u8
无线经典AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/null-15/AKTV.m3u8
无线翡剧AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/null-18/AKTV.m3u8
无线明剧AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/null-19/AKTV.m3u8
无线J1美AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/null-17/AKTV.m3u8
tvbs新闻AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv3/null-2/AKTV.m3u8
东森新闻AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv2/null/AKTV.m3u8
寰宇新闻AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/null-7/AKTV.m3u8
东方国际AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv3/null/AKTV.m3u8
国家地理AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv2/lovenaturehd/AKTV.m3u8
channeluAKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/channeluhd/AKTV.m3u8
channel5AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/channel5hd/AKTV.m3u8
channel8AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/channel8hd/AKTV.m3u8
thrIll电影AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv3/thrill/AKTV.m3u8
NHK新闻AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv3/nhkworldjapan/AKTV.m3u8
CNA新闻AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv3/null-3/AKTV.m3u8
TVN韩综AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/tvn/AKTV.m3u8
KIX_韩综AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv3/kix/AKTV.m3u8
DW_综合AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv3/dw/AKTV.m3u8
france24AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv3/france24/AKTV.m3u8
